titulo	direccion	precio	Baños	Piso de duela	Armarios empotrados	Roof Garden	Totalmente cercado	Estacionamientos	Estacionamiento techado	Construidos (m²)	Amueblado	Recámaras	Jardín	Internet de banda ancha disponible	Estacionamiento vigilado	Calefacción	Balcón	Acceso a TV de paga	Patio	Garaje	Jacuzzi	Estudio	Piso de loseta	Sistema de alarma	Cancha de tenis	Cocina Equipada	Cuarto de servicio	Gimnasio	Estacionamiento abierto	Área de juegos infantiles	Aire acondicionado	Terraza	Área de entretenimiento al aire libre	Estacionamiento para Visitas	Intercomunicador	Chimenea	Terreno (m²)	Alberca
372406- CASA EN VENTA EN COL. BELLO AMANECER RESIDENCIAL EN GUADALUPE NUEVO LEON	Bello Amanecer Residencial, Guadalupe	1300000.0	1.0	False	False	False	False	2.0	False	96.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	111.0	False
Casa en Venta en Tacubaya	Tacubaya, Guadalupe	1750000.0	4.0	False	False	False	False	2.0	False	262.0	False	5.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	364.0	False
Casa en Venta en Jardines de Andalucia	Jardines de Andalucía, Guadalupe	1735017.0	2.0	False	False	False	False	2.0	False	108.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	108.0	False
VENTA CASA COLONIA LINDA VISTA EN NV GUADALUPE NUEVO LEON	Lindavista, Guadalupe	3200000.0	2.0	False	False	False	False	1.0	False	217.0	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	140.0	False
Casa en Venta en Paseo Amberes, Guadalupe	Ciudad Guadalupe Centro, Guadalupe	1730000.0	2.0	False	False	False	False	2.8	False	121.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	105.0	False
Casa en venta Cerradas de Linda Vista, Guadalupe N.L	Cerradas de Lindavista, Guadalupe	3650000.0	3.0	False	False	False	False	2.0	False	240.0	False	2.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	120.0	False
Casa en Fracc. Privada San Miguel, Guadalupe, Nuevo León. **Remate Bancario**.	Privada San Miguel, Guadalupe	579000.0	2.0	False	False	False	False	2.0	False	120.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	90.0	False
Casa en Venta en El Quetzal	Ciudad Guadalupe Centro, Guadalupe	1720000.0	3.0	False	False	False	False	2.0	False	220.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	105.0	False
Casa en Venta Guadalupe	Adolfo Prieto Sect 1, Guadalupe	2899000.0	1.0	False	False	False	False	2.0	False	180.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	250.0	False
"2MP-CASA VENTA LORCA#PRIVADAS DE SAN MIGU	GUADALUPE	NUEVO LEON"	Privada San Miguel, Guadalupe	387519.0	2.0	False	False	False	False	2.0	False	103.0	False	3.0	False	False	False	False	False	True	True	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	84.0	False
Casa en Venta en Mision Santa Fe	Misión Santa Fe, Guadalupe	1349000.0	1.0	False	False	False	False	1.0	False	113.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	96.0	False
Casa en Venta en Contry La Costa	Country La Costa, Guadalupe	7950000.0	4.0	False	False	False	False	2.8	False	368.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	301.0	False
Casa en Venta en Jardines la Pastora	Jardines La Pastora, Guadalupe	1830000.0	1.0	False	False	False	False	2.8	False	168.0	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	161.0	False
Casa - Lindavista	Lindavista, Guadalupe	2900000.0	2.0	False	False	False	False	2.8	False	160.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	163.0	False
Casa en Venta en Los Faisanes	Los Faisanes, Guadalupe	1800000.0	2.0	False	False	False	False	1.0	False	100.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	100.0	False
GS2 CASA EN FRANCISCO PRIMO VERDAD, CERRADA MÉXICO, GUADALUPE, NUEVO LEÓN	México Nuevo, Guadalupe	1025000.0	1.0	False	False	False	False	1.0	False	120.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	120.0	False
397285 CASA EN VENTA EN VALLE DE LOS ENCINOS EN GUADALUPE	Valle de los Encinos, Guadalupe	750000.0	1.0	False	False	False	False	2.8	False	65.0	False	3.3	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	240.0	False
372183-CASA EN VENTA EN FRACC. COLINAS DEL REY EN GUADALUPE, N.L.	Colinas Del Rey, Guadalupe	1700000.0	3.0	False	False	False	False	1.0	False	192.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	96.0	False
CasasenVentaenResidencial las Quintas	Residencial las Quintas, Guadalupe	1300000.0	1.0	False	False	False	False	2.8	False	68.0	False	2.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	75.0	False
CasasenVentaenPrivada San Carlos	Privada San Carlos, Guadalupe	1500000.0	1.0	False	False	False	False	2.8	False	90.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	105.0	False
Casa en Venta en Roble Santa Maria	Roble Santa Maria, Guadalupe	1300000.0	2.0	False	False	False	False	2.8	False	96.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	117.0	False
Casa en Venta en Los Faisanes	Los Faisanes, Guadalupe	1700000.0	2.0	False	False	False	False	2.8	False	100.0	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	87.0	False
CASA EN VENTA RIO VERDE Col. RIVERAS DEL CONTRY , GUADALUPE , NL . SOLO EFECTIVO	Riberas Del Country, Guadalupe	452500.0	1.0	False	False	False	True	1.0	False	130.0	False	3.0	True	True	True	False	True	True	True	False	False	False	False	False	False	True	True	False	False	False	False	True	False	True	False	False	90.0	False
CASA EN RIO LA SILLA EN LA HERRADURA, GUADALUPE NUEVO LEON	La Herradura, Guadalupe	850720.0	3.0	False	False	False	False	1.0	False	220.0	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	150.0	False
CASA EN VENTA EN JARDINES DE ANDALUCIA EN GUADALUPE EN NUEVO LEON	Jardines de Andalucía, Guadalupe	2500000.0	2.0	False	False	False	False	1.0	False	160.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	105.0	False
CASA EN VENTA EN COLONIA RINCON DE LA SIERRA	Rincón de La Sierra, Guadalupe	4000000.0	2.0	False	False	False	False	2.0	False	216.0	False	2.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	490.0	False
Casa en Venta en Nuevo San Miguel	Nuevo San Miguel, Guadalupe	1200000.0	3.0	False	False	False	False	2.8	False	650.0	False	5.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	380.0	False
Casa en Venta en Paraiso	Paraíso, Guadalupe	1600000.0	1.0	False	False	False	False	2.0	False	120.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	160.0	False
Casa en Venta en Valle de San Antonio, Guadalupe	Valle de San Antonio, Guadalupe	2250000.0	1.0	False	False	False	False	2.8	False	167.0	False	1.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	198.0	False
Casa en Venta en Fuentes de San Miguel	Fuentes de San Miguel, Guadalupe	1250000.0	1.0	False	False	False	False	2.0	False	90.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	70.0	False
Casa en Venta en Pedregal de Lindavista	Pedregal de Lindavista, Guadalupe	1600000.0	1.0	False	False	False	False	2.0	False	112.0	False	2.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	90.0	False
CASA EN VENTA EN LA COLONIA CAMINO REAL EL GUADALUPE NUEVO LEON	Camino Real, Guadalupe	2200000.0	2.0	False	False	False	False	1.0	False	150.0	False	5.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	124.0	False
Casa en Venta en Nueva Linda Vista	Lindavista, Guadalupe	1940000.0	2.0	False	False	False	False	2.8	False	128.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	90.0	False
CASA EN VENTA EN EL FRACC. EL PEÑÓN, GUADALUPE, NUEVO LEON	El Peñón, Guadalupe	546700.0	2.0	False	False	False	False	1.0	False	141.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	90.0	False
Casa en Venta en Privadas de San Miguel	Privada San Miguel, Guadalupe	1750000.0	2.0	False	False	False	False	2.0	False	209.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	100.0	False
CASA DE RECUPERACION Álamo Col.Bosques del Contry ,Guadalupe, NL.*SOLO EFECTIVO	Bosques Del Country A, Guadalupe	751575.0	2.0	False	False	False	True	2.0	True	230.0	False	4.0	True	True	False	False	True	True	True	False	False	True	False	False	False	True	True	False	False	False	False	True	False	True	False	False	260.0	False
Casa en Venta en Esmeralda	Esmeralda, Guadalupe	1850000.0	3.0	False	False	False	False	2.0	False	150.0	False	2.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	80.0	False
Casa en Venta en Dos Rios Sect II	Riberas de Dos Ríos, Guadalupe	1850000.0	3.0	False	False	False	False	1.0	False	173.0	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	90.0	False
VENTA DE CASA PRADERAS DE GUADALUPE GPE NUEVO LEON BOK78718 DM	Praderas de Guadalupe, Guadalupe	820000.0	2.0	False	False	False	False	2.0	False	120.0	False	5.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	95.0	False
Casa en Venta en Guadalupe LPC	Guadalupe Victoria, Guadalupe	750000.0	2.0	False	False	False	False	2.0	False	105.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	189.0	False
CasasenVentaenVilla de San Miguel	Villa de San Miguel, Guadalupe	1360000.0	2.0	False	False	False	False	2.8	False	199.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	153.0	False
LOMAS DE SAN MIGUEL Casa en Venta en Guadalupe MZC	Lomas de San Miguel, Guadalupe	790000.0	1.0	False	False	False	False	1.0	False	69.0	False	2.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	90.0	False
CASA EN VENTA EN COLONIA  BOSQUES DEL SOL EN APODACA EN NUEVO LEON	Bosques Del Sol, Guadalupe	1250000.0	1.0	False	False	False	False	1.0	False	179.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	97.0	False
Casa en Venta en Santa Isabel	Santa Isabel, Guadalupe	1950000.0	1.0	False	False	False	False	2.0	False	140.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	235.0	False
Casa en venta Linda Vista, Guadalupe N.L	Ribera de Lindavista, Guadalupe	5000000.0	4.0	False	False	False	False	2.0	False	592.0	False	6.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	250.0	False
Casa en Venta en Residencial Santa María	Santa Maria, Guadalupe	1600000.0	1.0	False	False	False	False	1.0	False	86.0	False	2.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	108.0	False
Casa en Venta en Nueva Exposicion	Nueva Exposición, Guadalupe	1500000.0	35.0	False	False	False	False	2.8	False	300.0	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	131.0	False
Casa en Venta en Valle de Guadalupe	Valle de Guadalupe, Guadalupe	1700000.0	1.0	False	False	False	False	2.8	False	160.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	105.0	False
Casa en Venta en Santa Maria	Santa Maria, Guadalupe	1500000.0	1.0	False	False	False	False	2.0	False	138.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	103.0	False
Casa en La Comedia Guadalupe Nuevo Leon.	La Comedia, Guadalupe	874720.0	2.0	False	False	False	False	2.8	False	120.0	False	3.0	False	False	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	100.0	False
CASA VENTA RECUPERACION C. Maple Col. Bosques del Contry Sector B-5, Guadalupe ,	Bosques Del Country B, Guadalupe	750800.0	2.0	False	False	True	True	2.0	True	180.0	False	3.0	True	True	True	False	True	True	True	False	False	True	False	True	False	True	True	False	False	False	False	True	False	True	False	False	150.0	False
AF VENTA DE CASA EN RIO ORINOCO  Dos Ríos, Guadalupe Nuevo León	2 Ríos, Guadalupe	480800.0	1.0	False	False	False	False	1.0	False	80.0	False	2.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	100.0	False
Casa en Venta Contry Sol	Country Sol Sect 1, Guadalupe	7000000.0	3.0	False	False	False	False	3.0	False	342.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	272.0	False
Casa en Venta en SIERRA MORENA	Sierra Morena, Guadalupe	1300000.0	2.0	False	False	False	False	1.0	False	125.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	105.0	False
CASA EN VENTA para remodelar FRACCIONAMIENTO TAMAULIPAS GUADALUPE	Tamaulipas, Guadalupe	850000.0	1.0	False	False	False	False	2.8	False	57.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	196.0	False
Casa en Venta en Santa Clara	Santa Clara, Guadalupe	1300000.0	1.0	False	False	False	False	2.0	False	99.0	False	2.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	106.0	False
Casa en Venta en Jardines Nueva Lindavista	Jardines Nueva Lindavista, Guadalupe	1581000.0	1.0	False	False	False	False	2.0	False	99.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	105.0	False
428050 CASA EN VENTA EN COL. VILLA DE SAN MIGUEL EN GUADALUPE, N.L.	Villa de San Miguel, Guadalupe	1550000.0	2.0	False	False	False	False	1.0	False	137.0	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	120.0	False
CasasenVentaenLa Quinta	La Quinta, Guadalupe	1650000.0	1.0	False	False	False	False	2.8	False	105.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	140.0	False
Casa en Venta en Esmeralda	Esmeralda, Guadalupe	1500000.0	4.0	False	False	False	False	2.8	False	291.0	False	6.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	157.0	False
Casa en Venta en Guadalupe la Silla	Guadalupe La Silla, Guadalupe	1300000.0	2.0	False	False	False	False	2.0	False	90.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	90.0	False
Casa en Venta en Cañada Blanca	Cañada Blanca, Guadalupe	1040000.0	2.0	False	False	False	False	2.8	False	210.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	105.0	False
Privada San Carlos, Calle Camargo #2035 Gpe. NL	Privada San Carlos, Guadalupe	2250000.0	2.0	False	False	False	False	2.0	False	168.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	112.0	False
CasasenVentaenLibertad	Libertad, Guadalupe	4600000.0	3.0	False	False	False	False	2.8	False	386.0	False	6.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	320.0	False
VENTA ESTRATÉGICA p` Negocio o Casa, en AV. ISRAEL CAVAZOS frente OXXO GAS	Valle Soleado, Guadalupe	765000.0	1.0	False	False	False	False	1.0	False	95.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	105.0	False
CASA RECUPERACION BANCARIA Río La Silla Col. La Herradura, Guadalupe, N.L.	La Herradura, Guadalupe	850720.0	2.0	False	False	False	True	1.0	True	190.0	False	3.0	False	True	False	False	True	True	True	False	False	True	False	False	False	True	True	False	False	False	False	False	False	True	False	False	200.0	False
Casa en Venta en Esmeralda	Esmeralda, Guadalupe	1850000.0	3.0	False	False	False	False	2.8	False	179.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	115.0	False
Casa en venta La Purísima, Guadalupe N.L.	La Purísima, Guadalupe	4510000.0	2.0	False	False	False	False	4.0	False	480.0	False	7.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	324.0	False
Casa en Venta en Jardines de San Rafael	Jardines de San Rafael, Guadalupe	1700000.0	2.0	False	False	False	False	2.8	False	100.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	160.0	False
VENTA CASA RIBERAS DEL COUNTRY, NUEVO LEON	Riberas Del Country, Guadalupe	452500.0	2.0	False	False	False	False	2.0	False	150.0	False	3.0	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	140.0	False
CAB Venta Recuperación de Cartera,Lomas De San Miguel,Guadalupe, N.L	Lomas de San Miguel, Guadalupe	364280.0	2.0	False	False	False	False	1.0	False	154.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	105.0	False
REMATO CASA EN RIVERAS DEL CONTRY GUADALUPE NUEVO LEON	Guadalupe Victoria, Guadalupe	1178896.0	2.0	False	False	False	False	2.0	False	160.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5587.2	False
PRECIOSA CASA EN REMATE EN LA TRINIDAD GUADALUPE NUEVO LEON	La Trinidad, Guadalupe	602800.0	1.0	False	True	False	True	2.0	False	81.0	False	2.0	False	True	False	False	False	True	True	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	92.0	False
CASA EN VENTA REMATE BNCARIO EN GUADALUPE, NUEVO LEON, LOMAS DE SANMIGUEL	Lomas de San Miguel, Guadalupe	344280.0	1.5	False	True	False	False	1.0	False	140.0	False	3.0	False	False	False	False	False	True	False	True	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	110.0	False
Casa en Venta en Privada San Carlos	Privada San Carlos, Guadalupe	1349000.0	1.0	False	False	False	False	1.0	False	113.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	96.0	False
MGM. CASA DE REMATE BANCARIO. LINDERO, VILLAS DE SAN MIGUEL, N.L.	Villa San Miguel, Guadalupe	560000.0	2.0	False	False	False	False	1.0	False	210.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	150.0	False
Casa en Fracc. Lomas de San Miguel, Guadalupe, Nuevo León. **Remate Bancario**.	Lomas de San Miguel, Guadalupe	480320.0	2.0	False	False	False	False	1.0	False	90.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	105.0	False
CasasenVentaenLos Faisanes Sector el Dorado	Los Faisanes, Guadalupe	2500000.0	2.0	False	False	False	False	2.8	False	162.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	114.0	False
CASA RECUPERACION BANCARIA Quiché  Col. Azteca, Guadalupe, N.L.*SOLO EFECTIVO**	Ciudad Azteca, Guadalupe	683753.0	1.0	False	False	False	True	1.0	True	140.0	False	2.0	False	True	False	False	False	True	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False	True	False	False	170.0	False
Loma Redonda, Lomas de San Miguel, Guadalupe, Nuevo León	Lomas de San Miguel, Guadalupe	454058.0	1.5	False	False	False	True	1.0	False	105.0	False	3.0	True	False	False	False	False	False	True	True	False	False	True	False	False	True	True	False	False	True	False	True	False	True	False	False	115.0	False
Casa en Guadalupe	Ciudad Guadalupe Centro, Guadalupe	2500000.0	2.0	False	False	False	False	2.8	False	182.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	122.0	False
CASA DE RECUPERACION BANCARIA Irupé Col. Trece de Mayo ,Guadalupe,N.L.*SOLO EFEC	13 de Mayo, Guadalupe	685896.0	1.0	False	False	False	True	2.0	True	150.0	False	3.0	True	True	False	False	True	True	True	False	False	False	False	False	False	True	True	False	False	False	False	False	False	True	False	False	120.0	False
Casa en Venta en Riberas de Dos Ríos	Riberas de Dos Ríos, Guadalupe	1237471.0	2.0	False	False	False	False	2.0	False	180.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	180.0	False
Casa en Venta en Mision del Valle	Misión Del Valle, Guadalupe	1250000.0	1.0	False	False	False	False	2.8	False	90.0	False	2.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	90.0	False
Casa en Venta en Santa Cruz	Santa Cruz, Guadalupe	1175000.0	2.0	False	False	False	False	1.0	False	116.0	False	2.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	94.0	False
CASA EN VENTA EN Matachines Azteca Guadalupe Nuevo Leon	Azteca Sect 5, Guadalupe	856100.0	2.0	False	False	False	False	2.0	False	110.0	False	2.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	95.0	False
Casa en venta Jardines de Andalucía	Jardines de Andalucía, Guadalupe	1950000.0	4.0	False	False	False	False	1.0	False	411.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	105.0	False
CASA RECUPERACION BANCARIA EN Jardines De Vizcaya Col.Jardines De Andalucia, GUA	Jardines de Andalucía, Guadalupe	860000.0	1.0	False	False	False	False	1.0	False	75.0	False	2.0	True	True	True	False	True	True	True	False	False	True	False	False	False	True	True	False	False	False	False	False	False	True	False	False	90.0	False
CASA EN PREVENTA EN GUADALUPE	Ciudad Guadalupe Centro, Guadalupe	2275000.0	2.0	False	False	False	False	2.0	False	170.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	105.0	False
Casa en Río Verde, Riberas del Contry, Guadalupe, N.L.	Riberas Del Country, Guadalupe	452500.0	2.0	True	False	False	True	2.0	False	140.0	False	2.0	False	False	False	False	False	True	False	False	False	False	True	False	False	False	True	False	True	False	False	False	False	False	False	False	110.0	False
ST7013 CASA EN REMATE EN GUADALUPE NL dm	México 86, Guadalupe	612728.0	2.0	False	False	False	False	2.0	False	120.0	False	5.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	98.0	False
Casa ADJ., Olivo, Valles de La Silla, Guadalupe, Nuevo León	Valles de La Silla, Guadalupe	493000.0	1.5	False	False	False	True	1.0	True	91.0	False	3.0	False	False	False	False	False	False	True	True	False	False	True	False	False	True	True	False	False	False	False	True	False	True	False	False	120.0	False
MF CASA RECUPERACION BANCARIA LOS SABINOS N.L MONTERREY $321,731	Rincón de los Sabinos, Guadalupe	321731.0	1.0	False	False	False	False	2.8	False	76.0	False	2.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	100.0	False
Casa en Col. Villas de San Miguel, Guadalupe, Nuevo León. **Remate**.	Villa San Miguel, Guadalupe	560000.0	3.0	False	False	False	False	2.0	False	210.0	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	150.0	False
CASA EN VENTA EN GUADALUPE, NUEVO LEÓN	Riberas Del Country, Guadalupe	452400.0	2.5	False	False	False	False	2.0	False	142.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	113.0	False
Quinta en Venta en Guadalupe Centro	Ciudad Guadalupe Centro, Guadalupe	1700000.0	1.0	False	False	False	False	2.8	False	189.0	False	2.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	165.0	False
CASA EN VENTA EN Matachines Azteca Guadalupe Nuevo Leon	Ciudad Azteca, Guadalupe	859100.0	2.0	False	False	False	False	2.0	False	160.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	130.0	False
Casa en Fracc. Los Sauces, Guadalupe, Nuevo León.**Remate Bancario**.	Los Sauces, Guadalupe	946033.0	3.0	False	False	False	False	2.0	False	220.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	150.0	False
JC-OPORTUNIDAD CASA EN NUEVO LEON 5531430290	Valle La Silla, Guadalupe	526800.0	1.0	False	False	False	False	1.0	False	70.0	False	2.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	80.0	False
CASA EN VENTA CENTRO DE GUADALUPE	Ciudad Guadalupe Centro, Guadalupe	1954000.0	4.0	False	False	False	False	2.0	False	239.0	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	144.0	False
CASA EN VENTA cerca la pastora CONTRY LOS ENCINOS GUADALUPE	Los Encinos, Guadalupe	11500000.0	3.0	False	False	False	False	2.8	False	444.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	420.0	False
CASA EN VENTA COLONIA MISION SANTA FE GUADALUPE NL	Misión Santa Fe, Guadalupe	1550000.0	2.0	False	False	False	False	2.8	False	411.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5587.2	False
