titulo	direccion	precio	Baños	Piso de duela	Armarios empotrados	Roof Garden	Totalmente cercado	Estacionamientos	Estacionamiento techado	Construidos (m²)	Nivel	Mantenimiento	Habitaciones (en total)	Superficie construida (m²)	Amueblado	Recámaras	Jardín	Internet de banda ancha disponible	Estacionamiento vigilado	Calefacción	Disponible desde	Balcón	Acceso a TV de paga	Patio	Garaje	Jacuzzi	Estudio	Piso de loseta	Sistema de alarma	Cancha de tenis	Cocina Equipada	Cuarto de servicio	Gimnasio	Estacionamiento abierto	Área de juegos infantiles	Construido (Año)	Aire acondicionado	Condiciones de Precio	Terraza	Área de entretenimiento al aire libre	Estacionamiento para Visitas	Intercomunicador	Chimenea	Terreno (m²)	Alberca
Casa en VENTA zona Contry cerca del Club Deportivo Contry en esquina	Country La Silla Sect 1, Guadalupe	$ 21,000,000	6					4		1300						4																				1992								1000	
Casa CON LOCAL EN REMATE - Provivienda Nuevo León	Provivienda de Guadalupe, Guadalupe	$ 1,101,500	3							400						4																												200	
Casa EN REMATE - Sierra Morena GUADALUPE NL	Sierra Morena, Guadalupe	$ 903,500	2							165						3																												165	
Casa en Venta en Residencial las Quintas	Residencial las Quintas, Guadalupe	$ 1,450,000	2					1		211						5																												1225	
CASA en Residencial Quetzal!! JC	Ciudad Guadalupe Centro, Guadalupe	$ 1,299,500	2							100						3																												110	
Casa en Venta - 18 de Marzo - 31 de Diciembre - Guadalupe - Nuevo Leon - 3 Recamaras	31 de Diciembre, Guadalupe	$ 2,161,837	2							150						3																												260	
Casa en venta en Contry la Silla en Guadalupe Nuevo Leon	Country La Silla Sect 1, Guadalupe	$ 11,000,000	3					2		437						3																												590	
Casa en  Torres de San Miguel	Torres de San Miguel, Guadalupe	$ 1,934,000	2							90						3																												90	
casa en venta cerca de plaza praderas de la silla en collados de  guadalupe	Guadalupe	$ 960,315	2.5		True		True	2		150			5.5			3	True	True		True			True	True	True		True	True				True		True			True		True					130	
casa en venta las aguilas en guadalupe	Guadalupe Victoria, Guadalupe	$ 11,940,000	6					3		401						3																												505	
PRO5552 Casas en Venta, 3 Caminos en Guadalupe	3 Caminos, Guadalupe	$ 1,500,000	3							190						4																												105	
Casa en la Colonia Contry la silla en guadalupe nuevo león	Country La Silla Sect 1, Guadalupe	$ 6,500,000	3					2		265						3																												300	
VENTA DE CASA  PRIVADA PURISIMA	La Purísima, Guadalupe	$ 2,500,000	1					2		100						3																				2008								102	
Venta Casa Col. Tres Caminos, 3er Sector, Gpe, N.L.	3 Caminos, Guadalupe	$ 1,470,000	2					1		200						4																												105	
JB CASA EN VENTA EN GUADALUPE	13 de Mayo, Guadalupe	$ 1,150,000	2					2		178						4																				1988								152	
Casa en venta de REMATE BANCARIO en col. Sierra Morena, Guadalupe, Nuevo León.	Sierra Morena, Guadalupe	$ 970,300	2							100						3																												80	
Casa en venta en Contry La Silla en Guadalupe	Country La Silla Sect 1, Guadalupe	$ 8,600,000	4					2		340						4																				2003								256	
CASA EN PRADERAS DE GUADALUPE NUEVO LEON A 5 MINUTOS DE LA CRUZ VERDE SANTA CRUZ	Praderas de Guadalupe, Guadalupe	$ 783,985	3					2		140					No	4							True																					140	
Casa en VENTA zona contry cerca del cerro de la silla	Country La Silla Sect 1, Guadalupe	$ 8,900,000	5					4		486						3																												391	
PRO5507 Casas en Venta, La Hacienda en Guadalupe	La Hacienda, Guadalupe	$ 3,980,000	3							226						4																												216	
LZ VENTA DE CASA EN LAS ÁGUILAS, GPE, NL	Las Águilas, Guadalupe	$ 1,100,000	1					1		60						2																				2013								90	
VENTA DE CASA EN VALLE DE SAN RAFAEL, NUEVO LEON	Valle San Rafael, Guadalupe	$ 1,029,000	1.5					2		105					No	3		True					True	True				True						True							True			105	
CasasenVentaenFaisanes Sur	Los Faisanes, Guadalupe	$ 3,500,000	5							288						2																												97	
CASA EN VENTA EN CONTRY AL SUR DE MONTERREY !!!	Country La Silla Sect 4, Guadalupe	$ 15,500,000	5					4		800						5																												452	
Casa en Venta Praderas de Guadalupe REMATE	Praderas de Guadalupe, Guadalupe	$ 860,655	2							90						3																												90	
Casa en Fraccionamiento Paseos de Guadalupe en Nuevo León	Praderas de Guadalupe, Guadalupe	$ 870,830	1.5					2		80					No	2	True							True	True			True			True			True										80	
Casa de 2 Recámaras, Collados de Guadalupe NL	Collados de Guadalupe, Guadalupe	$ 997,882	1							75						2																												75	
CASA EN VENTA EN CONTRY LA SILLA (8 sector)	Country La Silla Sect 1, Guadalupe	$ 12,600,000	6					4		465						4																												351	
Casa en Venta en Lindero Guadalupe Nuevo Leon	Villa de San Miguel, Guadalupe	$ 978,960	2.5		True					150					No	3							True	True										True										150	
CASA EN VENTA RESIDENCIAL TALAVERNA	Talaberna, Guadalupe	$ 4,500,000						2		244						3																				6								309	
Contry La Silla Guadalupe Nuevo León recámara y baño en planta baja	Guadalupe	$ 8,100,000	4					2		340					No	4					07/03/22																							256	
CASA IDEAL PARA REMODELAR	Colinas Del Rey, Guadalupe	$ 1,025,000	1					1		120						1																												120	
CASA EN VENTA CONTRY LA SILLA 1er SECTOR	Country La Silla Sect 1, Guadalupe	$ 11,500,000	4					5		379						5																				1985								875	
CASA EN VENTA COLONIA BOSQUES DE LA PASTORA ZONA GUADALUPE	Bosques de La Pastora, Guadalupe	$ 9,590,000	3							633						4																												472	
PRO4011 Casas en Venta, Contry Sol en Guadalupe	Country Sol Sect 1, Guadalupe	$ 17,000,000	6					6		797						6																												585	
CASA EN VENTA COLONIA TACUBAYA	Tacubaya, Guadalupe	$ 2,800,000	3							167						5																				10								160	
RESIDENCIA EN CONTRY SOL3er SECTOR	Country Sol Sect 1, Guadalupe	$ 16,000,000	6					3		686						5																												494	
Casa en Venta en Contry La Escondida, Guadalupe	Country La Escondida, Guadalupe	$ 24,500,000	8					8		1170						4																				1989								1440	
JF VENTA DE CASA EN SIERRA MORENA GUADALUPE	Sierra Morena, Guadalupe	$ 2,000,000	3					2		211						3																				2008								119	
PRO5588 Casas en Venta, Las Aguilas en Guadalupe	Las Águilas, Guadalupe	$ 11,940,000	6					3		401						3																												505	
CASA NUEVA POR TERMINAR  EN VENTA CONTRY LA SILLA 6 SECT. ,PRIVADA !!!	Country La Silla Sect 1, Guadalupe	$ 15,800,000	6					4		600						3																				2019								575	
CasasenVentaenValle del Contry	Valle Del Country, Guadalupe	$ 7,500,000	3							300						3																												175	
Casa en venta en Contry La Silla en Guadalupe	Country La Silla Sect 4, Guadalupe	$ 15,500,000	4					2		461						3																				2010								542	
CASA EN VENTA EN LOS FAISANES, GUADALUPE	Ciudad Guadalupe Centro, Guadalupe	$ 2,600,000	2							94						3																												198	
Casa en venta La Purísima, Guadalupe N.L.	La Purísima, Guadalupe	$ 2,700,000	2					2		193						4																				1897								126	
Casa en Venta en Alfonso Martinez Dominguez	Alfonso Martinez Dominguez, Guadalupe	$ 2,000,000	2					3		243						7																												120	
Casa en Venta en Mision de Guadalupe	Misión de Guadalupe, Guadalupe	$ 1,695,000	2							150						3																												105	
Casa en Venta en Contry Residencial Las Águilas	Las Águilas, Guadalupe	$ 23,700,000	4					3		600						3																												420	
Casa en Venta, Guadalupe, Nuevo León	Country La Silla Sect 1, Guadalupe	$ 8,000,000	2					3		345						3																												249	
Casa en Venta en Colonia  Las Villas, Nuevo Leon	Las Villas, Guadalupe	$ 601,315	3					2		380					No	4		True	True				True	True				True			True	True		True										220	
Casa en venta Ribera de Dos Ríos, Guadalupe N.L	Riberas de Dos Ríos, Guadalupe	$ 2,500,000	2					2		183						3																				2017								122	
Casa en Venta en Contry Las Águilas Residencial	Las Águilas, Guadalupe	$ 18,200,000	3					3		480						3																												396	
DEPA EN PREVENTA EN LA MEJOR ZONA DE GUADALUPE	Valles de La Silla, Guadalupe	$ 1,960,000	2					1		56						2																													
CASA EN VENTA CONTRY LA SILLA	Country La Silla Sect 1, Guadalupe	$ 18,000,000	5					4		568						4																												708	
CAB Casa en Venta Recuperación de Cartera,Molino Del Rey,Gudalupe N.L	Molino Del Rey, Guadalupe	$ 570,624	2					2		140					No	4																												161	
Casa en Venta en Contry la Silla	Country La Silla Sect 1, Guadalupe	$ 12,600,000	4					2		465						4																												351	
Casa en venta Linda Vista, Guadalupe N.L	Lindavista, Guadalupe	$ 3,530,000	2							217						4																				1980								140	
Casa en Venta en Roble Santa Maria	Roble Santa Maria, Guadalupe	$ 1,980,000	2					2		173						3																												108	
Casa en Venta en Santa Maria	Santa Maria, Guadalupe	$ 1,980,000	2					2		173						3																												108	
VENTA CASA EN CONTRY	Rincón de La Primavera Sect 4, Guadalupe	$ 5,300,000	3					3		250						3																												136	
Casa en Venta en Riberas del Rio	Riberas Del Rio Sector I, Guadalupe	$ 1,350,000	2							160						3																												102	
A,Bugambilias del Monte,Residencial Bugambiliasde La Sierra,Guadalupe Nuevo Leon	Bugambilias de La Sierra, Guadalupe	$ 1,095,200	1.5				True	1		100					No	3	True							True	True		True	True	True		True	True		True	True				True	True	True			120	
CasasenVentaenBosques del Contry	Bosques Del Country A, Guadalupe	$ 4,050,000	2							126						3																												144	
Venta de Casa en Residencial Guadalupe, Guadalupe	Residencial Guadalupe, Guadalupe	$ 1,480,000	1					2		85						3																												105	
Casa en Venta en 3 Caminos	3 Caminos, Guadalupe	$ 1,550,000	4					2		124						4																												124	
Casa en Venta en Praderas de Guadalupe	Praderas de Guadalupe, Guadalupe	$ 1,200,000	1					1		95						3																												144	
Casa en Venta en  Colonia Evolución, en Guadalupe NL	Veteranos de La Revolución, Guadalupe	$ 860,000	1							97						2																												105	
Casa venta LINDA VISTA	Lindavista, Guadalupe	$ 3,650,000								128																																		220	
CASA EN VENTA EN ESQUINA LINDA VISTA,GUADALUPE,N.L.!!	Lindavista, Guadalupe	$ 6,900,000	3					6		340						4																												374	
Casa en Venta 18 de Marzo Col. 31 de Diciembre, Guadalupe, Nuevo Leon	31 de Diciembre, Guadalupe	$ 2,161,837	2													3																												260	
AS CASA EN VENTA COLONIA LA HERRADURA GUADALUPE NL	La Herradura, Guadalupe	$ 2,800,000	2							109						2																				1998								138	
CASA EN VENTA EN PRADERAS DE LA SILLA	Praderas de La Silla, Guadalupe	$ 1,800,000	2					2		119						3																												105	
Casa en Fraccionamiento Dos Ríos	Riberas de Dos Ríos, Guadalupe	$ 725,000	2							70						2																												70	
CASA EN VENTA EN CONTRY LAS AGUILAS	Las Águilas, Guadalupe	$ 23,400,000	5					4		750						3																				2003								1000	
CASA EN VENTA EN LINDA VISTA	Lindavista, Guadalupe	$ 3,200,000	2							217						4																												140	
CasasenVentaenLa Amistad	La Amistad, Guadalupe	$ 2,450,000	3							252						4																												160	
CASA EN VENTA PRADERAS DE LA SILLA GUADALUPE	Praderas de La Silla, Guadalupe	$ 1,750,000	2							93						3																												100	
Casa en Venta en Villa Española	Villa Española, Guadalupe	$ 1,650,000	3					2		135						3																												136	
Casa en Venta en Jose Luis Mora	Jose Luis Mora, Guadalupe	$ 1,550,000	2					6		196						4																												160	
CasasenVentaenBosques del Contry	Bosques Del Country A, Guadalupe	$ 4,800,000	4							256						3																												140	
Casa en Venta en Balcones de San Miguel	Balcones de San Miguel, Guadalupe	$ 1,600,000	2							179						4																												90	
Casa en Venta en Serena	Ciudad Guadalupe Centro, Guadalupe	$ 1,600,000	2					2		120						3																												120	
Casa en Venta para Remodelar en Colonia 15 de Mayo en Guadalupe NL	Ribera de Lindavista, Guadalupe	$ 950,000								100																																		160	
Casa en Venta en Pedregal de Lindavista	Pedregal de Lindavista, Guadalupe	$ 1,600,000	3					2		180						4																												90	
CASA EN VENTA EN GUADALUPE, NUEVO LEON	Los Olivos, Guadalupe	$ 1,293,980	2.5					2		154						3																												134	
CASAS EN VENTA LAS ÁGUILAS	Las Águilas, Guadalupe	$ 18,500,000								530																																		522	
Casa en Venta en Paseo San Miguel	Paseo San Miguel, Guadalupe	$ 1,550,000	1					1		96						3																												105	
CASA EN VENTA cerca de eloy cavazos TIERRA PROPIA GUADALUPE	Tierra Propia Sect 1, Guadalupe	$ 690,000	2							91						5																												126	
Casa en Venta en Privadas Masai	Privadas Del Rey, Guadalupe	$ 1,516,000	3							154						3																												112	
Casa en venta Valle del Contry al Sur de Monterrey	Valle Del Country, Guadalupe	$ 3,800,000	2					1		148						3																				1990								147	
Casa en Venta en Torres de San Miguel, Guadalupe	Torres de San Miguel, Guadalupe	$ 2,800,000	4							164						5																												180	
Casa en Venta en Rincon de Guadalupe	Rincón de Guadalupe, Guadalupe	$ 1,380,000	1					1		126						3																												105	
CASA EN VENTA EN CONTRY LA ESCONDIDA  GUADALUPE	Country La Escondida, Guadalupe	$ 17,000,000	8					5		1053						5																												800	
CASA EN VENTA EN JARDINES DE ANDALUCIA EN GUADALUPE EN NL	Jardines de Andalucía, Guadalupe	$ 1,850,000	2					2		118						3																												105	
Casa - Monterrey	Pedregal de Lindavista, Guadalupe	$ 2,499,999	2							175						3																												90	
Casa en Venta en Azteca	Residencial Azteca, Guadalupe	$ 1,500,000	2					2		95						3																												160	
Casa en Venta en Santa Cruz	Santa Cruz, Guadalupe	$ 1,400,000	2							134						4																												150	
Casa en Venta en Lomas de San Roque	Lomas de San Roque, Guadalupe	$ 1,050,000	2					1		84						3																												75	
372406- CASA EN VENTA EN COL. BELLO AMANECER RESIDENCIAL EN GUADALUPE NUEVO LEON	Bello Amanecer Residencial, Guadalupe	$ 1,300,000	1					2		96						3																												111	
Casa en Venta en Tacubaya	Tacubaya, Guadalupe	$ 1,750,000	4					2		262						5																												364	
Casa en Venta en Jardines de Andalucia	Jardines de Andalucía, Guadalupe	$ 1,735,017	2					2		108						3																												108	
VENTA CASA COLONIA LINDA VISTA EN NV GUADALUPE NUEVO LEON	Lindavista, Guadalupe	$ 3,200,000	2					1		217						4																												140	
Casa en Venta en Paseo Amberes, Guadalupe	Ciudad Guadalupe Centro, Guadalupe	$ 1,730,000	2							121						3																												105	
Casa en venta Cerradas de Linda Vista, Guadalupe N.L	Cerradas de Lindavista, Guadalupe	$ 3,650,000	3					2		240						2																				1990								120	
Casa en Fracc. Privada San Miguel, Guadalupe, Nuevo León. **Remate Bancario**.	Privada San Miguel, Guadalupe	$ 579,000	2					2		120						3																												90	
Casa en Venta en El Quetzal	Ciudad Guadalupe Centro, Guadalupe	$ 1,720,000	3					2		220						3																												105	
Casa en Venta Guadalupe	Adolfo Prieto Sect 1, Guadalupe	$ 2,899,000	1					2		180					No	3																												250	
"2MP-CASA VENTA LORCA#PRIVADAS DE SAN MIGU	GUADALUPE	NUEVO LEON"	Privada San Miguel, Guadalupe	$ 387,519	2					2		103					No	3							True	True	True			True			True													84	
Casa en Venta en Mision Santa Fe	Misión Santa Fe, Guadalupe	$ 1,349,000	1					1		113						3																												96	
Casa en Venta en Contry La Costa	Country La Costa, Guadalupe	$ 7,950,000	4							368						3																												301	
Casa en Venta en Jardines la Pastora	Jardines La Pastora, Guadalupe	$ 1,830,000	1							168						4																												161	
Casa - Lindavista	Lindavista, Guadalupe	$ 2,900,000	2							160						3																												163	
Casa en Venta en Los Faisanes	Los Faisanes, Guadalupe	$ 1,800,000	2					1		100						3																												100	
GS2 CASA EN FRANCISCO PRIMO VERDAD, CERRADA MÉXICO, GUADALUPE, NUEVO LEÓN	México Nuevo, Guadalupe	$ 1,025,000	1					1		120					No	3																												120	
397285 CASA EN VENTA EN VALLE DE LOS ENCINOS EN GUADALUPE	Valle de los Encinos, Guadalupe	$ 750,000	1							65																																		240	
372183-CASA EN VENTA EN FRACC. COLINAS DEL REY EN GUADALUPE, N.L.	Colinas Del Rey, Guadalupe	$ 1,700,000	3					1		192						3																												96	
CasasenVentaenResidencial las Quintas	Residencial las Quintas, Guadalupe	$ 1,300,000	1							68						2																												75	
CasasenVentaenPrivada San Carlos	Privada San Carlos, Guadalupe	$ 1,500,000	1							90						3																												105	
Casa en Venta en Roble Santa Maria	Roble Santa Maria, Guadalupe	$ 1,300,000	2							96						3																												117	
Casa en Venta en Los Faisanes	Los Faisanes, Guadalupe	$ 1,700,000	2							100						4																												87	
CASA EN VENTA RIO VERDE Col. RIVERAS DEL CONTRY , GUADALUPE , NL . SOLO EFECTIVO	Riberas Del Country, Guadalupe	$ 452,500	1				True	1		130					No	3	True	True	True		27/06/22	True	True	True							True	True							True		True			90	
CASA EN RIO LA SILLA EN LA HERRADURA, GUADALUPE NUEVO LEON	La Herradura, Guadalupe	$ 850,720	3					1		220					No	4					25/03/23																							150	
CASA EN VENTA EN JARDINES DE ANDALUCIA EN GUADALUPE EN NUEVO LEON	Jardines de Andalucía, Guadalupe	$ 2,500,000	2					1		160						3																												105	
CASA EN VENTA EN COLONIA RINCON DE LA SIERRA	Rincón de La Sierra, Guadalupe	$ 4,000,000	2					2		216						2																												490	
Casa en Venta en Nuevo San Miguel	Nuevo San Miguel, Guadalupe	$ 1,200,000	3							650						5																												380	
Casa en Venta en Paraiso	Paraíso, Guadalupe	$ 1,600,000	1					2		120						3																												160	
Casa en Venta en Valle de San Antonio, Guadalupe	Valle de San Antonio, Guadalupe	$ 2,250,000	1							167						1																												198	
Casa en Venta en Fuentes de San Miguel	Fuentes de San Miguel, Guadalupe	$ 1,250,000	1					2		90						3																												70	
Casa en Venta en Pedregal de Lindavista	Pedregal de Lindavista, Guadalupe	$ 1,600,000	1					2		112						2																												90	
CASA EN VENTA EN LA COLONIA CAMINO REAL EL GUADALUPE NUEVO LEON	Camino Real, Guadalupe	$ 2,200,000	2					1		150						5																												124	
Casa en Venta en Nueva Linda Vista	Lindavista, Guadalupe	$ 1,940,000	2							128						3																												90	
CASA EN VENTA EN EL FRACC. EL PEÑÓN, GUADALUPE, NUEVO LEON	El Peñón, Guadalupe	$ 546,700	2					1		141						3																												90	
Casa en Venta en Privadas de San Miguel	Privada San Miguel, Guadalupe	$ 1,750,000	2					2		209						3																												100	
CASA DE RECUPERACION Álamo Col.Bosques del Contry ,Guadalupe, NL.*SOLO EFECTIVO	Bosques Del Country A, Guadalupe	$ 751,575	2				True	2	True	230					No	4	True	True			01/11/22	True	True	True			True				True	True							True		True			260	
Casa en Venta en Esmeralda	Esmeralda, Guadalupe	$ 1,850,000	3					2		150						2																												80	
Casa en Venta en Dos Rios Sect II	Riberas de Dos Ríos, Guadalupe	$ 1,850,000	3					1		173						4																												90	
VENTA DE CASA PRADERAS DE GUADALUPE GPE NUEVO LEON BOK78718 DM	Praderas de Guadalupe, Guadalupe	$ 820,000	2					2		120			5			3																												95	
Casa en Venta en Guadalupe LPC	Guadalupe Victoria, Guadalupe	$ 750,000	2					2		105						3																												189	
CasasenVentaenVilla de San Miguel	Villa de San Miguel, Guadalupe	$ 1,360,000	2							199						3																												153	
LOMAS DE SAN MIGUEL Casa en Venta en Guadalupe MZC	Lomas de San Miguel, Guadalupe	$ 790,000	1					1		69						2																												90	
CASA EN VENTA EN COLONIA  BOSQUES DEL SOL EN APODACA EN NUEVO LEON	Bosques Del Sol, Guadalupe	$ 1,250,000	1					1		179						3																												97	
Casa en Venta en Santa Isabel	Santa Isabel, Guadalupe	$ 1,950,000	1					2		140						3																												235	
Casa en venta Linda Vista, Guadalupe N.L	Ribera de Lindavista, Guadalupe	$ 5,000,000	4					2		592						6																												250	
Casa en Venta en Residencial Santa María	Santa Maria, Guadalupe	$ 1,600,000	1					1		86						2																												108	
Casa en Venta en Nueva Exposicion	Nueva Exposición, Guadalupe	$ 1,500,000	35							300						4																												131	
Casa en Venta en Valle de Guadalupe	Valle de Guadalupe, Guadalupe	$ 1,700,000	1							160						3																												105	
Casa en Venta en Santa Maria	Santa Maria, Guadalupe	$ 1,500,000	1					2		138						3																												103	
Casa en La Comedia Guadalupe Nuevo Leon.	La Comedia, Guadalupe	$ 874,720	2							120						3					28/10/21		True	True				True																100	
CASA VENTA RECUPERACION C. Maple Col. Bosques del Contry Sector B-5, Guadalupe ,	Bosques Del Country B, Guadalupe	$ 750,800	2			True	True	2	True	180					No	3	True	True	True		17/11/22	True	True	True			True		True		True	True							True		True			150	
AF VENTA DE CASA EN RIO ORINOCO  Dos Ríos, Guadalupe Nuevo León	2 Ríos, Guadalupe	$ 480,800	1					1		80						2																												100	
Casa en Venta Contry Sol	Country Sol Sect 1, Guadalupe	$ 7,000,000	3					3		342						3																												272	
Casa en Venta en SIERRA MORENA	Sierra Morena, Guadalupe	$ 1,300,000	2					1		125						3																												105	
CASA EN VENTA para remodelar FRACCIONAMIENTO TAMAULIPAS GUADALUPE	Tamaulipas, Guadalupe	$ 850,000	1							57						3																												196	
Casa en Venta en Santa Clara	Santa Clara, Guadalupe	$ 1,300,000	1					2		99						2																												106	
Casa en Venta en Jardines Nueva Lindavista	Jardines Nueva Lindavista, Guadalupe	$ 1,581,000	1					2		99						3																												105	
428050 CASA EN VENTA EN COL. VILLA DE SAN MIGUEL EN GUADALUPE, N.L.	Villa de San Miguel, Guadalupe	$ 1,550,000	2					1		137						4																												120	
CasasenVentaenLa Quinta	La Quinta, Guadalupe	$ 1,650,000	1							105						3																												140	
Casa en Venta en Esmeralda	Esmeralda, Guadalupe	$ 1,500,000	4							291						6																												157	
Casa en Venta en Guadalupe la Silla	Guadalupe La Silla, Guadalupe	$ 1,300,000	2					2		90						3																												90	
Casa en Venta en Cañada Blanca	Cañada Blanca, Guadalupe	$ 1,040,000	2							210						3																												105	
Privada San Carlos, Calle Camargo #2035 Gpe. NL	Privada San Carlos, Guadalupe	$ 2,250,000	2					2		168						3																												112	
CasasenVentaenLibertad	Libertad, Guadalupe	$ 4,600,000	3							386						6																												320	
VENTA ESTRATÉGICA p` Negocio o Casa, en AV. ISRAEL CAVAZOS frente OXXO GAS	Valle Soleado, Guadalupe	$ 765,000	1					1		95			3			2																												105	
CASA RECUPERACION BANCARIA Río La Silla Col. La Herradura, Guadalupe, N.L.	La Herradura, Guadalupe	$ 850,720	2				True	1	True	190					No	3		True			01/11/22	True	True	True			True				True	True									True			200	
Casa en Venta en Esmeralda	Esmeralda, Guadalupe	$ 1,850,000	3							179						3																												115	
Casa en venta La Purísima, Guadalupe N.L.	La Purísima, Guadalupe	$ 4,510,000	2					4		480						7																				1990								324	
Casa en Venta en Jardines de San Rafael	Jardines de San Rafael, Guadalupe	$ 1,700,000	2							100						3																												160	
VENTA CASA RIBERAS DEL COUNTRY, NUEVO LEON	Riberas Del Country, Guadalupe	$ 452,500	2					2		150					No	3	True																											140	
CAB Venta Recuperación de Cartera,Lomas De San Miguel,Guadalupe, N.L	Lomas de San Miguel, Guadalupe	$ 364,280	2					1		154					No	3																												105	
REMATO CASA EN RIVERAS DEL CONTRY GUADALUPE NUEVO LEON	Guadalupe Victoria, Guadalupe	$ 1,178,896	2					2		160						3																													
PRECIOSA CASA EN REMATE EN LA TRINIDAD GUADALUPE NUEVO LEON	La Trinidad, Guadalupe	$ 602,800	1		True		True	2		81						2		True					True	True							True			True										92	
CASA EN VENTA REMATE BNCARIO EN GUADALUPE, NUEVO LEON, LOMAS DE SANMIGUEL	Lomas de San Miguel, Guadalupe	$ 344,280	1.5		True			1		140						3							True		True			True				True												110	
Casa en Venta en Privada San Carlos	Privada San Carlos, Guadalupe	$ 1,349,000	1					1		113						3																												96	
MGM. CASA DE REMATE BANCARIO. LINDERO, VILLAS DE SAN MIGUEL, N.L.	Villa San Miguel, Guadalupe	$ 560,000	2					1		210						3																												150	
Casa en Fracc. Lomas de San Miguel, Guadalupe, Nuevo León. **Remate Bancario**.	Lomas de San Miguel, Guadalupe	$ 480,320	2					1		90						3																												105	
CasasenVentaenLos Faisanes Sector el Dorado	Los Faisanes, Guadalupe	$ 2,500,000	2							162						3																												114	
CASA RECUPERACION BANCARIA Quiché  Col. Azteca, Guadalupe, N.L.*SOLO EFECTIVO**	Ciudad Azteca, Guadalupe	$ 683,753	1				True	1	True	140					No	2		True			01/11/22		True								True	True									True			170	
Loma Redonda, Lomas de San Miguel, Guadalupe, Nuevo León	Lomas de San Miguel, Guadalupe	$ 454,058	1.5				True	1		105					No	3	True							True	True			True			True	True			True				True		True			115	
Casa en Guadalupe	Ciudad Guadalupe Centro, Guadalupe	$ 2,500,000	2							182						3																												122	
CASA DE RECUPERACION BANCARIA Irupé Col. Trece de Mayo ,Guadalupe,N.L.*SOLO EFEC	13 de Mayo, Guadalupe	$ 685,896	1				True	2	True	150					No	3	True	True			01/11/22	True	True	True							True	True									True			120	
Casa en Venta en Riberas de Dos Ríos	Riberas de Dos Ríos, Guadalupe	$ 1,237,471	2					2		180						3																												180	
Casa en Venta en Mision del Valle	Misión Del Valle, Guadalupe	$ 1,250,000	1							90						2																												90	
Casa en Venta en Santa Cruz	Santa Cruz, Guadalupe	$ 1,175,000	2					1		116						2																												94	
CASA EN VENTA EN Matachines Azteca Guadalupe Nuevo Leon	Azteca Sect 5, Guadalupe	$ 856,100	2					2		110						2																												95	
Casa en venta Jardines de Andalucía	Jardines de Andalucía, Guadalupe	$ 1,950,000	4					1								3																												105	
CASA RECUPERACION BANCARIA EN Jardines De Vizcaya Col.Jardines De Andalucia, GUA	Jardines de Andalucía, Guadalupe	$ 860,000	1					1		75					No	2	True	True	True		01/11/22	True	True	True			True				True	True									True			90	
CASA EN PREVENTA EN GUADALUPE	Ciudad Guadalupe Centro, Guadalupe	$ 2,275,000	2					2		170						3																												105	
Casa en Río Verde, Riberas del Contry, Guadalupe, N.L.	Riberas Del Country, Guadalupe	$ 452,500	2	True			True	2		140					No	2					01/04/23		True					True				True		True										110	
ST7013 CASA EN REMATE EN GUADALUPE NL dm	México 86, Guadalupe	$ 612,728	2					2		120			5			3					22/04/22																							98	
Casa ADJ., Olivo, Valles de La Silla, Guadalupe, Nuevo León	Valles de La Silla, Guadalupe	$ 493,000	1.5				True	1	True	91					No	3								True	True			True			True	True							True		True			120	
MF CASA RECUPERACION BANCARIA LOS SABINOS N.L MONTERREY $321,731	Rincón de los Sabinos, Guadalupe	$ 321,731	1							76					No	2					03/03/23																							100	
Casa en Col. Villas de San Miguel, Guadalupe, Nuevo León. **Remate**.	Villa San Miguel, Guadalupe	$ 560,000	3					2		210						4																												150	
CASA EN VENTA EN GUADALUPE, NUEVO LEÓN	Riberas Del Country, Guadalupe	$ 452,400	2.5					2		142					No	3																												113	
Quinta en Venta en Guadalupe Centro	Ciudad Guadalupe Centro, Guadalupe	$ 1,700,000	1							189						2																												165	
CASA EN VENTA EN Matachines Azteca Guadalupe Nuevo Leon	Ciudad Azteca, Guadalupe	$ 859,100	2					2		160						3																												130	
Casa en Fracc. Los Sauces, Guadalupe, Nuevo León.**Remate Bancario**.	Los Sauces, Guadalupe	$ 946,033	3					2		220						3																												150	
JC-OPORTUNIDAD CASA EN NUEVO LEON 5531430290	Valle La Silla, Guadalupe	$ 526,800	1					1		70					No	2																		True						True				80	
CASA EN VENTA CENTRO DE GUADALUPE	Ciudad Guadalupe Centro, Guadalupe	$ 1,954,000	4					2		239						4																												144	
CASA EN VENTA cerca la pastora CONTRY LOS ENCINOS GUADALUPE	Los Encinos, Guadalupe	$ 11,500,000	3							444						3																												420	
CASA EN VENTA COLONIA MISION SANTA FE GUADALUPE NL	Misión Santa Fe, Guadalupe	$ 1,550,000	2													3																													
Casa en Venta en MISION SANTA FE	Misión Santa Fe, Guadalupe	$ 1,950,000	2					1		144						4																												156	
Casa en Venta en Camino Real, Guadalupe	Camino Real, Guadalupe	$ 2,200,000	2							156						3																												119	
Remate Bancario en Riveras del Contry, Nuevo Leon	Contry Sol, Guadalupe	$ 452,500	2					2		125					No	3																												114	
Casa en Venta en Riberas del Rio	Riberas Del Rio Sector I, Guadalupe	$ 1,450,000	2					1		128						3																												75	
RR REMATES BANCARIOS CASA DE 2 P COL LAS VILLAS	Las Villas, Guadalupe	$ 715,492	3					2		200					No	4																												177	
